TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
80.0,52180,AGENT,704.042,1060.3,MIA
80.1,52180,AGENT,704.18,1059.87,MIA
80.2,52180,AGENT,704.325,1059.44,MIA
80.3,52180,AGENT,704.475,1059.03,MIA
80.4,52180,AGENT,704.632,1058.64,MIA
80.5,52180,AGENT,704.797,1058.25,MIA
80.6,52180,AGENT,704.971,1057.87,MIA
80.7,52180,AGENT,705.155,1057.51,MIA
80.8,52180,AGENT,705.353,1057.15,MIA
80.9,52180,AGENT,705.564,1056.8,MIA
81.0,52180,AGENT,705.788,1056.46,MIA
81.1,52180,AGENT,706.026,1056.13,MIA
81.2,52180,AGENT,706.276,1055.82,MIA
81.3,52180,AGENT,706.539,1055.51,MIA
81.4,52180,AGENT,706.813,1055.22,MIA
81.5,52180,AGENT,707.099,1054.95,MIA
81.6,52180,AGENT,707.395,1054.68,MIA
81.7,52180,AGENT,707.701,1054.43,MIA
81.8,52180,AGENT,708.017,1054.2,MIA
81.9,52180,AGENT,708.342,1053.98,MIA
82.0,52180,AGENT,708.675,1053.78,MIA
82.1,52180,AGENT,709.015,1053.59,MIA
82.2,52180,AGENT,709.362,1053.42,MIA
82.3,52180,AGENT,709.714,1053.27,MIA
82.4,52180,AGENT,710.072,1053.13,MIA
82.5,52180,AGENT,710.433,1053.01,MIA
82.6,52180,AGENT,710.798,1052.91,MIA
82.7,52180,AGENT,711.165,1052.82,MIA
82.8,52180,AGENT,711.534,1052.76,MIA
82.9,52180,AGENT,711.902,1052.7,MIA
83.0,52180,AGENT,712.272,1052.67,MIA
83.1,52180,AGENT,712.642,1052.65,MIA
83.2,52180,AGENT,713.011,1052.66,MIA
83.3,52180,AGENT,713.378,1052.68,MIA
83.4,52180,AGENT,713.742,1052.71,MIA
83.5,52180,AGENT,714.102,1052.77,MIA
83.6,52180,AGENT,714.458,1052.84,MIA
83.7,52180,AGENT,714.81,1052.93,MIA
83.8,52180,AGENT,715.159,1053.05,MIA
83.9,52180,AGENT,715.504,1053.19,MIA
84.0,52180,AGENT,715.843,1053.35,MIA
84.1,52180,AGENT,716.175,1053.53,MIA
84.2,52180,AGENT,716.499,1053.74,MIA
84.3,52180,AGENT,716.815,1053.97,MIA
84.4,52180,AGENT,717.121,1054.22,MIA
84.5,52180,AGENT,717.416,1054.48,MIA
84.6,52180,AGENT,717.7,1054.77,MIA
84.7,52180,AGENT,717.973,1055.08,MIA
84.8,52180,AGENT,718.234,1055.4,MIA
84.9,52180,AGENT,718.482,1055.74,MIA
