TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
26.0,52180,AGENT,2953.63,1535.49,PIT
26.1,52180,AGENT,2952.81,1534.76,PIT
26.2,52180,AGENT,2952.01,1534.03,PIT
26.3,52180,AGENT,2951.21,1533.31,PIT
26.4,52180,AGENT,2950.42,1532.59,PIT
26.5,52180,AGENT,2949.63,1531.88,PIT
26.6,52180,AGENT,2948.85,1531.18,PIT
26.7,52180,AGENT,2948.08,1530.48,PIT
26.8,52180,AGENT,2947.32,1529.79,PIT
26.9,52180,AGENT,2946.56,1529.11,PIT
27.0,52180,AGENT,2945.82,1528.43,PIT
27.1,52180,AGENT,2945.08,1527.77,PIT
27.2,52180,AGENT,2944.35,1527.11,PIT
27.3,52180,AGENT,2943.63,1526.46,PIT
27.4,52180,AGENT,2942.92,1525.82,PIT
27.5,52180,AGENT,2942.22,1525.18,PIT
27.6,52180,AGENT,2941.52,1524.55,PIT
27.7,52180,AGENT,2940.83,1523.93,PIT
27.8,52180,AGENT,2940.15,1523.32,PIT
27.9,52180,AGENT,2939.48,1522.71,PIT
28.0,52180,AGENT,2938.82,1522.11,PIT
28.1,52180,AGENT,2938.17,1521.52,PIT
28.2,52180,AGENT,2937.52,1520.94,PIT
28.3,52180,AGENT,2936.88,1520.36,PIT
28.4,52180,AGENT,2936.25,1519.79,PIT
28.5,52180,AGENT,2935.63,1519.23,PIT
28.6,52180,AGENT,2935.01,1518.67,PIT
28.7,52180,AGENT,2934.41,1518.12,PIT
28.8,52180,AGENT,2933.81,1517.58,PIT
28.9,52180,AGENT,2933.22,1517.05,PIT
29.0,52180,AGENT,2932.64,1516.52,PIT
29.1,52180,AGENT,2932.06,1516.0,PIT
29.2,52180,AGENT,2931.5,1515.49,PIT
29.3,52180,AGENT,2930.94,1514.98,PIT
29.4,52180,AGENT,2930.38,1514.48,PIT
29.5,52180,AGENT,2929.83,1513.98,PIT
29.6,52180,AGENT,2929.29,1513.49,PIT
29.7,52180,AGENT,2928.76,1513.01,PIT
29.8,52180,AGENT,2928.23,1512.52,PIT
29.9,52180,AGENT,2927.69,1512.03,PIT
30.0,52180,AGENT,2927.16,1511.54,PIT
30.1,52180,AGENT,2926.63,1511.05,PIT
30.2,52180,AGENT,2926.1,1510.55,PIT
30.3,52180,AGENT,2925.57,1510.06,PIT
30.4,52180,AGENT,2925.04,1509.56,PIT
30.5,52180,AGENT,2924.51,1509.07,PIT
30.6,52180,AGENT,2923.98,1508.57,PIT
30.7,52180,AGENT,2923.45,1508.07,PIT
30.8,52180,AGENT,2922.92,1507.57,PIT
30.9,52180,AGENT,2922.39,1507.06,PIT
