TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
64.0,52180,AGENT,3284.96,1721.25,PIT
64.1,52180,AGENT,3285.55,1721.79,PIT
64.2,52180,AGENT,3286.14,1722.33,PIT
64.3,52180,AGENT,3286.73,1722.88,PIT
64.4,52180,AGENT,3287.32,1723.42,PIT
64.5,52180,AGENT,3287.91,1723.97,PIT
64.6,52180,AGENT,3288.51,1724.51,PIT
64.7,52180,AGENT,3289.1,1725.06,PIT
64.8,52180,AGENT,3289.69,1725.6,PIT
64.9,52180,AGENT,3290.28,1726.14,PIT
65.0,52180,AGENT,3290.87,1726.69,PIT
65.1,52180,AGENT,3291.46,1727.23,PIT
65.2,52180,AGENT,3292.05,1727.78,PIT
65.3,52180,AGENT,3292.65,1728.32,PIT
65.4,52180,AGENT,3293.24,1728.86,PIT
65.5,52180,AGENT,3293.83,1729.41,PIT
65.6,52180,AGENT,3294.42,1729.95,PIT
65.7,52180,AGENT,3295.01,1730.5,PIT
65.8,52180,AGENT,3295.6,1731.04,PIT
65.9,52180,AGENT,3296.2,1731.58,PIT
66.0,52180,AGENT,3296.79,1732.13,PIT
66.1,52180,AGENT,3297.38,1732.67,PIT
66.2,52180,AGENT,3297.97,1733.22,PIT
66.3,52180,AGENT,3298.56,1733.76,PIT
66.4,52180,AGENT,3299.15,1734.3,PIT
66.5,52180,AGENT,3299.74,1734.85,PIT
66.6,52180,AGENT,3300.34,1735.39,PIT
66.7,52180,AGENT,3300.93,1735.94,PIT
66.8,52180,AGENT,3301.52,1736.48,PIT
66.9,52180,AGENT,3302.11,1737.03,PIT
67.0,52180,AGENT,3302.7,1737.57,PIT
67.1,52180,AGENT,3303.29,1738.11,PIT
67.2,52180,AGENT,3303.89,1738.66,PIT
67.3,52180,AGENT,3304.48,1739.2,PIT
67.4,52180,AGENT,3305.07,1739.75,PIT
67.5,52180,AGENT,3305.66,1740.29,PIT
67.6,52180,AGENT,3306.25,1740.83,PIT
67.7,52180,AGENT,3306.84,1741.38,PIT
67.8,52180,AGENT,3307.43,1741.92,PIT
67.9,52180,AGENT,3308.03,1742.47,PIT
68.0,52180,AGENT,3308.62,1743.01,PIT
68.1,52180,AGENT,3309.21,1743.55,PIT
68.2,52180,AGENT,3309.8,1744.1,PIT
68.3,52180,AGENT,3310.39,1744.64,PIT
68.4,52180,AGENT,3310.99,1745.19,PIT
68.5,52180,AGENT,3311.58,1745.73,PIT
68.6,52180,AGENT,3312.17,1746.27,PIT
68.7,52180,AGENT,3312.76,1746.82,PIT
68.8,52180,AGENT,3313.35,1747.36,PIT
68.9,52180,AGENT,3313.95,1747.9,PIT
