TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
20.0,52180,AGENT,1899.15,701.757,PIT
20.1,52180,AGENT,1898.62,702.132,PIT
20.2,52180,AGENT,1898.09,702.486,PIT
20.3,52180,AGENT,1897.56,702.818,PIT
20.4,52180,AGENT,1897.01,703.127,PIT
20.5,52180,AGENT,1896.46,703.41,PIT
20.6,52180,AGENT,1895.91,703.668,PIT
20.7,52180,AGENT,1895.35,703.9,PIT
20.8,52180,AGENT,1894.78,704.105,PIT
20.9,52180,AGENT,1894.21,704.284,PIT
21.0,52180,AGENT,1893.64,704.437,PIT
21.1,52180,AGENT,1893.08,704.563,PIT
21.2,52180,AGENT,1892.51,704.663,PIT
21.3,52180,AGENT,1891.94,704.738,PIT
21.4,52180,AGENT,1891.38,704.787,PIT
21.5,52180,AGENT,1890.81,704.808,PIT
21.6,52180,AGENT,1890.24,704.8,PIT
21.7,52180,AGENT,1889.67,704.762,PIT
21.8,52180,AGENT,1889.1,704.695,PIT
21.9,52180,AGENT,1888.53,704.601,PIT
22.0,52180,AGENT,1887.96,704.479,PIT
22.1,52180,AGENT,1887.39,704.331,PIT
22.2,52180,AGENT,1886.82,704.157,PIT
22.3,52180,AGENT,1886.25,703.959,PIT
22.4,52180,AGENT,1885.68,703.737,PIT
22.5,52180,AGENT,1885.11,703.493,PIT
22.6,52180,AGENT,1884.54,703.227,PIT
22.7,52180,AGENT,1883.98,702.94,PIT
22.8,52180,AGENT,1883.41,702.634,PIT
22.9,52180,AGENT,1882.85,702.308,PIT
23.0,52180,AGENT,1882.28,701.965,PIT
23.1,52180,AGENT,1881.71,701.605,PIT
23.2,52180,AGENT,1881.15,701.229,PIT
23.3,52180,AGENT,1880.58,700.838,PIT
23.4,52180,AGENT,1880.01,700.432,PIT
23.5,52180,AGENT,1879.43,700.013,PIT
23.6,52180,AGENT,1878.86,699.58,PIT
23.7,52180,AGENT,1878.28,699.135,PIT
23.8,52180,AGENT,1877.7,698.678,PIT
23.9,52180,AGENT,1877.11,698.209,PIT
24.0,52180,AGENT,1876.52,697.73,PIT
24.1,52180,AGENT,1875.92,697.24,PIT
24.2,52180,AGENT,1875.32,696.74,PIT
24.3,52180,AGENT,1874.71,696.23,PIT
24.4,52180,AGENT,1874.1,695.711,PIT
24.5,52180,AGENT,1873.47,695.182,PIT
24.6,52180,AGENT,1872.84,694.645,PIT
24.7,52180,AGENT,1872.21,694.1,PIT
24.8,52180,AGENT,1871.56,693.546,PIT
24.9,52180,AGENT,1870.91,692.985,PIT
