TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME,REF_xmin,AUGMENT_TYPE,AUGMENT_DIRECTION,ATTACK_POWER_TYPE
6.0,52180,AGENT,115.27,2469.0,MIA,71.73617183521856,0,0,3.0
6.1,52180,AGENT,115.916,2469.02,MIA,71.73617183521856,0,0,3.0
6.2,52180,AGENT,116.553,2469.04,MIA,71.73617183521856,0,0,3.0
6.3,52180,AGENT,117.178,2469.06,MIA,71.73617183521856,0,0,3.0
6.4,52180,AGENT,117.793,2469.09,MIA,71.73617183521856,0,0,3.0
6.5,52180,AGENT,118.398,2469.13,MIA,71.73617183521856,0,0,3.0
6.6,52180,AGENT,118.992,2469.17,MIA,71.73617183521856,0,0,3.0
6.7,52180,AGENT,119.575,2469.22,MIA,71.73617183521856,0,0,3.0
6.8,52180,AGENT,120.148,2469.28,MIA,71.73617183521856,0,0,3.0
6.9,52180,AGENT,120.71,2469.34,MIA,71.73617183521856,0,0,3.0
7.0,52180,AGENT,121.261,2469.41,MIA,71.73617183521856,0,0,3.0
7.1,52180,AGENT,121.801,2469.48,MIA,71.73617183521856,0,0,3.0
7.2,52180,AGENT,122.33,2469.56,MIA,71.73617183521856,0,0,3.0
7.3,52180,AGENT,122.848,2469.64,MIA,71.73617183521856,0,0,3.0
7.4,52180,AGENT,123.361,2469.74,MIA,71.73617183521856,0,0,3.0
7.5,52180,AGENT,123.872,2469.84,MIA,71.73617183521856,0,0,3.0
7.6,52180,AGENT,124.382,2469.94,MIA,71.73617183521856,0,0,3.0
7.7,52180,AGENT,124.89,2470.06,MIA,71.73617183521856,0,0,3.0
7.8,52180,AGENT,125.397,2470.18,MIA,71.73617183521856,0,0,3.0
7.9,52180,AGENT,125.9,2470.31,MIA,71.73617183521856,0,0,3.0
8.0,52180,AGENT,126.405,2470.44,MIA,71.73617183521856,0,0,3.0
8.1,52180,AGENT,126.915,2470.58,MIA,71.73617183521856,0,0,3.0
8.2,52180,AGENT,127.425,2470.73,MIA,71.73617183521856,0,0,3.0
8.3,52180,AGENT,127.935,2470.89,MIA,71.73617183521856,0,0,3.0
8.4,52180,AGENT,128.445,2471.05,MIA,71.73617183521856,0,0,3.0
8.5,52180,AGENT,128.954,2471.21,MIA,71.73617183521856,0,0,3.0
8.6,52180,AGENT,129.465,2471.38,MIA,71.73617183521856,0,0,3.0
8.7,52180,AGENT,129.975,2471.56,MIA,71.73617183521856,0,0,3.0
8.8,52180,AGENT,130.479,2471.73,MIA,71.73617183521856,0,0,3.0
8.9,52180,AGENT,130.984,2471.91,MIA,71.73617183521856,0,0,3.0
9.0,52180,AGENT,131.497,2472.1,MIA,71.73617183521856,0,0,3.0
9.1,52180,AGENT,132.02,2472.29,MIA,71.73617183521856,0,0,3.0
9.2,52180,AGENT,132.549,2472.49,MIA,71.73617183521856,0,0,3.0
9.3,52180,AGENT,133.08,2472.69,MIA,71.73617183521856,0,0,3.0
9.4,52180,AGENT,133.612,2472.9,MIA,71.73617183521856,0,0,3.0
9.5,52180,AGENT,134.141,2473.1,MIA,71.73617183521856,0,0,3.0
9.6,52180,AGENT,134.664,2473.31,MIA,71.73617183521856,0,0,3.0
9.7,52180,AGENT,135.182,2473.51,MIA,71.73617183521856,0,0,3.0
9.8,52180,AGENT,135.696,2473.71,MIA,71.73617183521856,0,0,3.0
9.9,52180,AGENT,136.209,2473.91,MIA,71.73617183521856,0,0,3.0
10.0,52180,AGENT,136.722,2474.11,MIA,71.73617183521856,0,0,3.0
10.1,52180,AGENT,137.24,2474.3,MIA,71.73617183521856,0,0,3.0
10.2,52180,AGENT,137.762,2474.48,MIA,71.73617183521856,0,0,3.0
10.3,52180,AGENT,138.283,2474.66,MIA,71.73617183521856,0,0,3.0
10.4,52180,AGENT,138.8,2474.84,MIA,71.73617183521856,0,0,3.0
10.5,52180,AGENT,139.308,2475.0,MIA,71.73617183521856,0,0,3.0
10.6,52180,AGENT,139.808,2475.16,MIA,71.73617183521856,0,0,3.0
10.7,52180,AGENT,140.3,2475.31,MIA,71.73617183521856,0,0,3.0
10.8,52180,AGENT,140.784,2475.44,MIA,71.73617183521856,0,0,3.0
10.9,52180,AGENT,141.26,2475.56,MIA,71.73617183521856,0,0,3.0
