TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME,REF_xmin,AUGMENT_TYPE,AUGMENT_DIRECTION,ATTACK_POWER_TYPE
20.0,52180,AGENT,921.163,-37.6576,PIT,865.2202267444288,0,1,5.0
20.1,52180,AGENT,920.485,-37.0698,PIT,865.2202267444288,0,1,5.0
20.2,52180,AGENT,919.817,-36.4994,PIT,865.2202267444288,0,1,5.0
20.3,52180,AGENT,919.16,-35.9467,PIT,865.2202267444288,0,1,5.0
20.4,52180,AGENT,918.512,-35.4119,PIT,865.2202267444288,0,1,5.0
20.5,52180,AGENT,917.875,-34.8951,PIT,865.2202267444288,0,1,5.0
20.6,52180,AGENT,917.245,-34.3947,PIT,865.2202267444288,0,1,5.0
20.7,52180,AGENT,916.617,-33.9093,PIT,865.2202267444288,0,1,5.0
20.8,52180,AGENT,915.992,-33.4382,PIT,865.2202267444288,0,1,5.0
20.9,52180,AGENT,915.369,-32.9809,PIT,865.2202267444288,0,1,5.0
21.0,52180,AGENT,914.747,-32.5371,PIT,865.2202267444288,0,1,5.0
21.1,52180,AGENT,914.128,-32.1065,PIT,865.2202267444288,0,1,5.0
21.2,52180,AGENT,913.51,-31.6889,PIT,865.2202267444288,0,1,5.0
21.3,52180,AGENT,912.885,-31.278,PIT,865.2202267444288,0,1,5.0
21.4,52180,AGENT,912.249,-30.8692,PIT,865.2202267444288,0,1,5.0
21.5,52180,AGENT,911.605,-30.4653,PIT,865.2202267444288,0,1,5.0
21.6,52180,AGENT,910.955,-30.0669,PIT,865.2202267444288,0,1,5.0
21.7,52180,AGENT,910.3,-29.6741,PIT,865.2202267444288,0,1,5.0
21.8,52180,AGENT,909.645,-29.289,PIT,865.2202267444288,0,1,5.0
21.9,52180,AGENT,908.993,-28.9132,PIT,865.2202267444288,0,1,5.0
22.0,52180,AGENT,908.345,-28.5465,PIT,865.2202267444288,0,1,5.0
22.1,52180,AGENT,907.702,-28.1891,PIT,865.2202267444288,0,1,5.0
22.2,52180,AGENT,907.065,-27.8414,PIT,865.2202267444288,0,1,5.0
22.3,52180,AGENT,906.423,-27.4943,PIT,865.2202267444288,0,1,5.0
22.4,52180,AGENT,905.766,-27.1419,PIT,865.2202267444288,0,1,5.0
22.5,52180,AGENT,905.101,-26.7878,PIT,865.2202267444288,0,1,5.0
22.6,52180,AGENT,904.431,-26.4346,PIT,865.2202267444288,0,1,5.0
22.7,52180,AGENT,903.762,-26.0848,PIT,865.2202267444288,0,1,5.0
22.8,52180,AGENT,903.096,-25.7394,PIT,865.2202267444288,0,1,5.0
22.9,52180,AGENT,902.435,-25.3991,PIT,865.2202267444288,0,1,5.0
23.0,52180,AGENT,901.781,-25.065,PIT,865.2202267444288,0,1,5.0
23.1,52180,AGENT,901.133,-24.7366,PIT,865.2202267444288,0,1,5.0
23.2,52180,AGENT,900.492,-24.4139,PIT,865.2202267444288,0,1,5.0
23.3,52180,AGENT,899.853,-24.0964,PIT,865.2202267444288,0,1,5.0
23.4,52180,AGENT,899.213,-23.7842,PIT,865.2202267444288,0,1,5.0
23.5,52180,AGENT,898.567,-23.4796,PIT,865.2202267444288,0,1,5.0
23.6,52180,AGENT,897.916,-23.1841,PIT,865.2202267444288,0,1,5.0
23.7,52180,AGENT,897.265,-22.8991,PIT,865.2202267444288,0,1,5.0
23.8,52180,AGENT,896.617,-22.6252,PIT,865.2202267444288,0,1,5.0
23.9,52180,AGENT,895.977,-22.3627,PIT,865.2202267444288,0,1,5.0
24.0,52180,AGENT,895.349,-22.1118,PIT,865.2202267444288,0,1,5.0
24.1,52180,AGENT,894.737,-21.8729,PIT,865.2202267444288,0,1,5.0
24.2,52180,AGENT,894.14,-21.6472,PIT,865.2202267444288,0,1,5.0
24.3,52180,AGENT,893.558,-21.436,PIT,865.2202267444288,0,1,5.0
24.4,52180,AGENT,892.987,-21.2428,PIT,865.2202267444288,0,1,5.0
24.5,52180,AGENT,892.423,-21.0707,PIT,865.2202267444288,0,1,5.0
24.6,52180,AGENT,891.869,-20.9205,PIT,865.2202267444288,0,1,5.0
24.7,52180,AGENT,891.324,-20.7931,PIT,865.2202267444288,0,1,5.0
24.8,52180,AGENT,890.79,-20.6889,PIT,865.2202267444288,0,1,5.0
24.9,52180,AGENT,890.264,-20.6119,PIT,865.2202267444288,0,1,5.0
