TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
26.0,52180,AGENT,3004.64,1582.61,PIT
26.1,52180,AGENT,3004.19,1582.2,PIT
26.2,52180,AGENT,3003.74,1581.79,PIT
26.3,52180,AGENT,3003.29,1581.39,PIT
26.4,52180,AGENT,3002.84,1580.98,PIT
26.5,52180,AGENT,3002.39,1580.57,PIT
26.6,52180,AGENT,3001.94,1580.16,PIT
26.7,52180,AGENT,3001.5,1579.75,PIT
26.8,52180,AGENT,3001.05,1579.34,PIT
26.9,52180,AGENT,3000.6,1578.92,PIT
27.0,52180,AGENT,3000.16,1578.51,PIT
27.1,52180,AGENT,2999.71,1578.1,PIT
27.2,52180,AGENT,2999.26,1577.69,PIT
27.3,52180,AGENT,2998.82,1577.28,PIT
27.4,52180,AGENT,2998.37,1576.87,PIT
27.5,52180,AGENT,2997.93,1576.45,PIT
27.6,52180,AGENT,2997.48,1576.04,PIT
27.7,52180,AGENT,2997.04,1575.63,PIT
27.8,52180,AGENT,2996.59,1575.21,PIT
27.9,52180,AGENT,2996.15,1574.8,PIT
28.0,52180,AGENT,2995.7,1574.39,PIT
28.1,52180,AGENT,2995.26,1573.97,PIT
28.2,52180,AGENT,2994.81,1573.56,PIT
28.3,52180,AGENT,2994.37,1573.14,PIT
28.4,52180,AGENT,2993.93,1572.73,PIT
28.5,52180,AGENT,2993.48,1572.31,PIT
28.6,52180,AGENT,2993.04,1571.9,PIT
28.7,52180,AGENT,2992.6,1571.48,PIT
28.8,52180,AGENT,2992.15,1571.07,PIT
28.9,52180,AGENT,2991.71,1570.66,PIT
29.0,52180,AGENT,2991.27,1570.24,PIT
29.1,52180,AGENT,2990.82,1569.83,PIT
29.2,52180,AGENT,2990.38,1569.41,PIT
29.3,52180,AGENT,2989.94,1569.0,PIT
29.4,52180,AGENT,2989.49,1568.58,PIT
29.5,52180,AGENT,2989.05,1568.16,PIT
29.6,52180,AGENT,2988.61,1567.75,PIT
29.7,52180,AGENT,2988.17,1567.33,PIT
29.8,52180,AGENT,2987.72,1566.92,PIT
29.9,52180,AGENT,2987.28,1566.5,PIT
30.0,52180,AGENT,2986.84,1566.09,PIT
30.1,52180,AGENT,2986.39,1565.67,PIT
30.2,52180,AGENT,2985.95,1565.26,PIT
30.3,52180,AGENT,2985.51,1564.84,PIT
30.4,52180,AGENT,2985.06,1564.43,PIT
30.5,52180,AGENT,2984.62,1564.01,PIT
30.6,52180,AGENT,2984.18,1563.6,PIT
30.7,52180,AGENT,2983.74,1563.18,PIT
30.8,52180,AGENT,2983.29,1562.77,PIT
30.9,52180,AGENT,2982.85,1562.35,PIT
