TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME,REF_xmin,AUGMENT_TYPE,AUGMENT_DIRECTION,ATTACK_POWER_TYPE
4.0,52180,AGENT,4559.14,2302.29,PIT,4390.338370668818,0,1,5.0
4.1,52180,AGENT,4558.27,2302.53,PIT,4390.338370668818,0,1,5.0
4.2,52180,AGENT,4557.39,2302.76,PIT,4390.338370668818,0,1,5.0
4.3,52180,AGENT,4556.52,2303.0,PIT,4390.338370668818,0,1,5.0
4.4,52180,AGENT,4555.64,2303.24,PIT,4390.338370668818,0,1,5.0
4.5,52180,AGENT,4554.77,2303.47,PIT,4390.338370668818,0,1,5.0
4.6,52180,AGENT,4553.89,2303.71,PIT,4390.338370668818,0,1,5.0
4.7,52180,AGENT,4553.02,2303.95,PIT,4390.338370668818,0,1,5.0
4.8,52180,AGENT,4552.15,2304.18,PIT,4390.338370668818,0,1,5.0
4.9,52180,AGENT,4551.27,2304.42,PIT,4390.338370668818,0,1,5.0
5.0,52180,AGENT,4550.4,2304.65,PIT,4390.338370668818,0,1,5.0
5.1,52180,AGENT,4549.52,2304.89,PIT,4390.338370668818,0,1,5.0
5.2,52180,AGENT,4548.65,2305.13,PIT,4390.338370668818,0,1,5.0
5.3,52180,AGENT,4547.77,2305.36,PIT,4390.338370668818,0,1,5.0
5.4,52180,AGENT,4546.9,2305.6,PIT,4390.338370668818,0,1,5.0
5.5,52180,AGENT,4546.02,2305.84,PIT,4390.338370668818,0,1,5.0
5.6,52180,AGENT,4545.15,2306.07,PIT,4390.338370668818,0,1,5.0
5.7,52180,AGENT,4544.27,2306.31,PIT,4390.338370668818,0,1,5.0
5.8,52180,AGENT,4543.4,2306.55,PIT,4390.338370668818,0,1,5.0
5.9,52180,AGENT,4542.52,2306.78,PIT,4390.338370668818,0,1,5.0
6.0,52180,AGENT,4541.65,2307.02,PIT,4390.338370668818,0,1,5.0
6.1,52180,AGENT,4540.77,2307.26,PIT,4390.338370668818,0,1,5.0
6.2,52180,AGENT,4539.9,2307.49,PIT,4390.338370668818,0,1,5.0
6.3,52180,AGENT,4539.02,2307.73,PIT,4390.338370668818,0,1,5.0
6.4,52180,AGENT,4538.15,2307.97,PIT,4390.338370668818,0,1,5.0
6.5,52180,AGENT,4537.28,2308.2,PIT,4390.338370668818,0,1,5.0
6.6,52180,AGENT,4536.4,2308.44,PIT,4390.338370668818,0,1,5.0
6.7,52180,AGENT,4535.53,2308.68,PIT,4390.338370668818,0,1,5.0
6.8,52180,AGENT,4534.65,2308.92,PIT,4390.338370668818,0,1,5.0
6.9,52180,AGENT,4533.78,2309.15,PIT,4390.338370668818,0,1,5.0
7.0,52180,AGENT,4532.9,2309.39,PIT,4390.338370668818,0,1,5.0
7.1,52180,AGENT,4532.03,2309.63,PIT,4390.338370668818,0,1,5.0
7.2,52180,AGENT,4531.15,2309.87,PIT,4390.338370668818,0,1,5.0
7.3,52180,AGENT,4530.28,2310.1,PIT,4390.338370668818,0,1,5.0
7.4,52180,AGENT,4529.41,2310.34,PIT,4390.338370668818,0,1,5.0
7.5,52180,AGENT,4528.53,2310.58,PIT,4390.338370668818,0,1,5.0
7.6,52180,AGENT,4527.66,2310.82,PIT,4390.338370668818,0,1,5.0
7.7,52180,AGENT,4526.78,2311.05,PIT,4390.338370668818,0,1,5.0
7.8,52180,AGENT,4525.91,2311.29,PIT,4390.338370668818,0,1,5.0
7.9,52180,AGENT,4525.03,2311.53,PIT,4390.338370668818,0,1,5.0
8.0,52180,AGENT,4524.16,2311.77,PIT,4390.338370668818,0,1,5.0
8.1,52180,AGENT,4523.29,2312.01,PIT,4390.338370668818,0,1,5.0
8.2,52180,AGENT,4522.41,2312.24,PIT,4390.338370668818,0,1,5.0
8.3,52180,AGENT,4521.54,2312.48,PIT,4390.338370668818,0,1,5.0
8.4,52180,AGENT,4520.66,2312.72,PIT,4390.338370668818,0,1,5.0
8.5,52180,AGENT,4519.79,2312.96,PIT,4390.338370668818,0,1,5.0
8.6,52180,AGENT,4518.91,2313.2,PIT,4390.338370668818,0,1,5.0
8.7,52180,AGENT,4518.04,2313.43,PIT,4390.338370668818,0,1,5.0
8.8,52180,AGENT,4517.16,2313.67,PIT,4390.338370668818,0,1,5.0
8.9,52180,AGENT,4516.29,2313.91,PIT,4390.338370668818,0,1,5.0
