TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME,REF_xmin,AUGMENT_TYPE,AUGMENT_DIRECTION,ATTACK_POWER_TYPE
14.0,52180,AGENT,704.126,4187.71,MIA,660.0,1,0,4.0
14.1,52180,AGENT,704.132,4188.33,MIA,660.0,1,0,4.0
14.2,52180,AGENT,704.129,4188.94,MIA,660.0,1,0,4.0
14.3,52180,AGENT,704.118,4189.55,MIA,660.0,1,0,4.0
14.4,52180,AGENT,704.098,4190.14,MIA,660.0,1,0,4.0
14.5,52180,AGENT,704.067,4190.73,MIA,660.0,1,0,4.0
14.6,52180,AGENT,704.025,4191.3,MIA,660.0,1,0,4.0
14.7,52180,AGENT,703.971,4191.86,MIA,660.0,1,0,4.0
14.8,52180,AGENT,703.904,4192.41,MIA,660.0,1,0,4.0
14.9,52180,AGENT,703.825,4192.95,MIA,660.0,1,0,4.0
15.0,52180,AGENT,703.733,4193.47,MIA,660.0,1,0,4.0
15.1,52180,AGENT,703.625,4193.97,MIA,660.0,1,0,4.0
15.2,52180,AGENT,703.503,4194.46,MIA,660.0,1,0,4.0
15.3,52180,AGENT,703.363,4194.93,MIA,660.0,1,0,4.0
15.4,52180,AGENT,703.2,4195.39,MIA,660.0,1,0,4.0
15.5,52180,AGENT,703.016,4195.84,MIA,660.0,1,0,4.0
15.6,52180,AGENT,702.812,4196.27,MIA,660.0,1,0,4.0
15.7,52180,AGENT,702.589,4196.68,MIA,660.0,1,0,4.0
15.8,52180,AGENT,702.347,4197.07,MIA,660.0,1,0,4.0
15.9,52180,AGENT,702.088,4197.44,MIA,660.0,1,0,4.0
16.0,52180,AGENT,701.808,4197.8,MIA,660.0,1,0,4.0
16.1,52180,AGENT,701.505,4198.13,MIA,660.0,1,0,4.0
16.2,52180,AGENT,701.178,4198.45,MIA,660.0,1,0,4.0
16.3,52180,AGENT,700.83,4198.75,MIA,660.0,1,0,4.0
16.4,52180,AGENT,700.462,4199.03,MIA,660.0,1,0,4.0
16.5,52180,AGENT,700.076,4199.28,MIA,660.0,1,0,4.0
16.6,52180,AGENT,699.671,4199.52,MIA,660.0,1,0,4.0
16.7,52180,AGENT,699.25,4199.74,MIA,660.0,1,0,4.0
16.8,52180,AGENT,698.813,4199.95,MIA,660.0,1,0,4.0
16.9,52180,AGENT,698.361,4200.13,MIA,660.0,1,0,4.0
17.0,52180,AGENT,697.895,4200.3,MIA,660.0,1,0,4.0
17.1,52180,AGENT,697.416,4200.44,MIA,660.0,1,0,4.0
17.2,52180,AGENT,696.924,4200.58,MIA,660.0,1,0,4.0
17.3,52180,AGENT,696.419,4200.7,MIA,660.0,1,0,4.0
17.4,52180,AGENT,695.903,4200.8,MIA,660.0,1,0,4.0
17.5,52180,AGENT,695.376,4200.89,MIA,660.0,1,0,4.0
17.6,52180,AGENT,694.837,4200.96,MIA,660.0,1,0,4.0
17.7,52180,AGENT,694.287,4201.02,MIA,660.0,1,0,4.0
17.8,52180,AGENT,693.727,4201.07,MIA,660.0,1,0,4.0
17.9,52180,AGENT,693.157,4201.11,MIA,660.0,1,0,4.0
18.0,52180,AGENT,692.576,4201.14,MIA,660.0,1,0,4.0
18.1,52180,AGENT,691.985,4201.16,MIA,660.0,1,0,4.0
18.2,52180,AGENT,691.384,4201.17,MIA,660.0,1,0,4.0
18.3,52180,AGENT,690.772,4201.17,MIA,660.0,1,0,4.0
18.4,52180,AGENT,690.151,4201.16,MIA,660.0,1,0,4.0
18.5,52180,AGENT,689.52,4201.15,MIA,660.0,1,0,4.0
18.6,52180,AGENT,688.879,4201.13,MIA,660.0,1,0,4.0
18.7,52180,AGENT,688.226,4201.1,MIA,660.0,1,0,4.0
18.8,52180,AGENT,687.564,4201.07,MIA,660.0,1,0,4.0
18.9,52180,AGENT,686.89,4201.04,MIA,660.0,1,0,4.0
