TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
18.0,52180,AGENT,-19.1582,1947.21,MIA
18.1,52180,AGENT,-19.1956,1948.51,MIA
18.2,52180,AGENT,-19.2331,1949.82,MIA
18.3,52180,AGENT,-19.2706,1951.12,MIA
18.4,52180,AGENT,-19.3082,1952.42,MIA
18.5,52180,AGENT,-19.3459,1953.73,MIA
18.6,52180,AGENT,-19.3836,1955.03,MIA
18.7,52180,AGENT,-19.4213,1956.34,MIA
18.8,52180,AGENT,-19.4591,1957.64,MIA
18.9,52180,AGENT,-19.497,1958.94,MIA
19.0,52180,AGENT,-19.5349,1960.25,MIA
19.1,52180,AGENT,-19.5728,1961.55,MIA
19.2,52180,AGENT,-19.6107,1962.85,MIA
19.3,52180,AGENT,-19.6487,1964.16,MIA
19.4,52180,AGENT,-19.6868,1965.46,MIA
19.5,52180,AGENT,-19.7248,1966.76,MIA
19.6,52180,AGENT,-19.7628,1968.07,MIA
19.7,52180,AGENT,-19.8009,1969.37,MIA
19.8,52180,AGENT,-19.839,1970.67,MIA
19.9,52180,AGENT,-19.877,1971.98,MIA
20.0,52180,AGENT,-19.915,1973.28,MIA
20.1,52180,AGENT,-19.9531,1974.59,MIA
20.2,52180,AGENT,-19.9911,1975.89,MIA
20.3,52180,AGENT,-20.0291,1977.19,MIA
20.4,52180,AGENT,-20.067,1978.5,MIA
20.5,52180,AGENT,-20.105,1979.8,MIA
20.6,52180,AGENT,-20.143,1981.1,MIA
20.7,52180,AGENT,-20.1809,1982.41,MIA
20.8,52180,AGENT,-20.2188,1983.71,MIA
20.9,52180,AGENT,-20.2568,1985.01,MIA
21.0,52180,AGENT,-20.2948,1986.32,MIA
21.1,52180,AGENT,-20.3328,1987.62,MIA
21.2,52180,AGENT,-20.3708,1988.92,MIA
21.3,52180,AGENT,-20.4089,1990.23,MIA
21.4,52180,AGENT,-20.4471,1991.53,MIA
21.5,52180,AGENT,-20.4853,1992.84,MIA
21.6,52180,AGENT,-20.5237,1994.14,MIA
21.7,52180,AGENT,-20.5622,1995.44,MIA
21.8,52180,AGENT,-20.6008,1996.75,MIA
21.9,52180,AGENT,-20.6396,1998.05,MIA
22.0,52180,AGENT,-20.6786,1999.35,MIA
22.1,52180,AGENT,-20.7179,2000.66,MIA
22.2,52180,AGENT,-20.7574,2001.96,MIA
22.3,52180,AGENT,-20.7973,2003.26,MIA
22.4,52180,AGENT,-20.8374,2004.57,MIA
22.5,52180,AGENT,-20.8778,2005.87,MIA
22.6,52180,AGENT,-20.9186,2007.17,MIA
22.7,52180,AGENT,-20.9597,2008.48,MIA
22.8,52180,AGENT,-21.0011,2009.78,MIA
22.9,52180,AGENT,-21.0429,2011.08,MIA
