TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME,REF_xmin,AUGMENT_TYPE,AUGMENT_DIRECTION,ATTACK_POWER_TYPE
26.0,52180,AGENT,2443.82,1332.95,PIT,2382.875751318016,0,1,6.0
26.1,52180,AGENT,2444.89,1333.36,PIT,2382.875751318016,0,1,6.0
26.2,52180,AGENT,2445.96,1333.77,PIT,2382.875751318016,0,1,6.0
26.3,52180,AGENT,2447.04,1334.17,PIT,2382.875751318016,0,1,6.0
26.4,52180,AGENT,2448.13,1334.55,PIT,2382.875751318016,0,1,6.0
26.5,52180,AGENT,2449.21,1334.94,PIT,2382.875751318016,0,1,6.0
26.6,52180,AGENT,2450.3,1335.31,PIT,2382.875751318016,0,1,6.0
26.7,52180,AGENT,2451.39,1335.68,PIT,2382.875751318016,0,1,6.0
26.8,52180,AGENT,2452.48,1336.04,PIT,2382.875751318016,0,1,6.0
26.9,52180,AGENT,2453.57,1336.39,PIT,2382.875751318016,0,1,6.0
27.0,52180,AGENT,2454.65,1336.73,PIT,2382.875751318016,0,1,6.0
27.1,52180,AGENT,2455.72,1337.07,PIT,2382.875751318016,0,1,6.0
27.2,52180,AGENT,2456.79,1337.39,PIT,2382.875751318016,0,1,6.0
27.3,52180,AGENT,2457.85,1337.71,PIT,2382.875751318016,0,1,6.0
27.4,52180,AGENT,2458.9,1338.03,PIT,2382.875751318016,0,1,6.0
27.5,52180,AGENT,2459.94,1338.33,PIT,2382.875751318016,0,1,6.0
27.6,52180,AGENT,2460.97,1338.63,PIT,2382.875751318016,0,1,6.0
27.7,52180,AGENT,2462.0,1338.93,PIT,2382.875751318016,0,1,6.0
27.8,52180,AGENT,2463.01,1339.21,PIT,2382.875751318016,0,1,6.0
27.9,52180,AGENT,2464.01,1339.49,PIT,2382.875751318016,0,1,6.0
28.0,52180,AGENT,2465.0,1339.77,PIT,2382.875751318016,0,1,6.0
28.1,52180,AGENT,2465.99,1340.04,PIT,2382.875751318016,0,1,6.0
28.2,52180,AGENT,2466.96,1340.3,PIT,2382.875751318016,0,1,6.0
28.3,52180,AGENT,2467.92,1340.56,PIT,2382.875751318016,0,1,6.0
28.4,52180,AGENT,2468.87,1340.82,PIT,2382.875751318016,0,1,6.0
28.5,52180,AGENT,2469.8,1341.07,PIT,2382.875751318016,0,1,6.0
28.6,52180,AGENT,2470.71,1341.31,PIT,2382.875751318016,0,1,6.0
28.7,52180,AGENT,2471.61,1341.55,PIT,2382.875751318016,0,1,6.0
28.8,52180,AGENT,2472.5,1341.78,PIT,2382.875751318016,0,1,6.0
28.9,52180,AGENT,2473.39,1342.01,PIT,2382.875751318016,0,1,6.0
29.0,52180,AGENT,2474.27,1342.24,PIT,2382.875751318016,0,1,6.0
29.1,52180,AGENT,2475.15,1342.47,PIT,2382.875751318016,0,1,6.0
29.2,52180,AGENT,2476.03,1342.71,PIT,2382.875751318016,0,1,6.0
29.3,52180,AGENT,2476.92,1342.94,PIT,2382.875751318016,0,1,6.0
29.4,52180,AGENT,2477.82,1343.19,PIT,2382.875751318016,0,1,6.0
29.5,52180,AGENT,2478.72,1343.43,PIT,2382.875751318016,0,1,6.0
29.6,52180,AGENT,2479.63,1343.68,PIT,2382.875751318016,0,1,6.0
29.7,52180,AGENT,2480.53,1343.93,PIT,2382.875751318016,0,1,6.0
29.8,52180,AGENT,2481.42,1344.18,PIT,2382.875751318016,0,1,6.0
29.9,52180,AGENT,2482.31,1344.42,PIT,2382.875751318016,0,1,6.0
30.0,52180,AGENT,2483.19,1344.67,PIT,2382.875751318016,0,1,6.0
30.1,52180,AGENT,2484.06,1344.91,PIT,2382.875751318016,0,1,6.0
30.2,52180,AGENT,2484.91,1345.14,PIT,2382.875751318016,0,1,6.0
30.3,52180,AGENT,2485.77,1345.38,PIT,2382.875751318016,0,1,6.0
30.4,52180,AGENT,2486.64,1345.63,PIT,2382.875751318016,0,1,6.0
30.5,52180,AGENT,2487.52,1345.89,PIT,2382.875751318016,0,1,6.0
30.6,52180,AGENT,2488.4,1346.14,PIT,2382.875751318016,0,1,6.0
30.7,52180,AGENT,2489.28,1346.4,PIT,2382.875751318016,0,1,6.0
30.8,52180,AGENT,2490.16,1346.65,PIT,2382.875751318016,0,1,6.0
30.9,52180,AGENT,2491.02,1346.9,PIT,2382.875751318016,0,1,6.0
