TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
124.0,52180,AGENT,1022.12,337.278,PIT
124.1,52180,AGENT,1021.46,336.996,PIT
124.2,52180,AGENT,1020.79,336.714,PIT
124.3,52180,AGENT,1020.12,336.431,PIT
124.4,52180,AGENT,1019.46,336.149,PIT
124.5,52180,AGENT,1018.79,335.866,PIT
124.6,52180,AGENT,1018.13,335.583,PIT
124.7,52180,AGENT,1017.46,335.3,PIT
124.8,52180,AGENT,1016.8,335.018,PIT
124.9,52180,AGENT,1016.13,334.735,PIT
125.0,52180,AGENT,1015.47,334.452,PIT
125.1,52180,AGENT,1014.8,334.169,PIT
125.2,52180,AGENT,1014.13,333.886,PIT
125.3,52180,AGENT,1013.47,333.603,PIT
125.4,52180,AGENT,1012.8,333.32,PIT
125.5,52180,AGENT,1012.14,333.037,PIT
125.6,52180,AGENT,1011.47,332.754,PIT
125.7,52180,AGENT,1010.81,332.471,PIT
125.8,52180,AGENT,1010.14,332.189,PIT
125.9,52180,AGENT,1009.47,331.906,PIT
126.0,52180,AGENT,1008.81,331.624,PIT
126.1,52180,AGENT,1008.14,331.342,PIT
126.2,52180,AGENT,1007.48,331.059,PIT
126.3,52180,AGENT,1006.81,330.778,PIT
126.4,52180,AGENT,1006.14,330.496,PIT
126.5,52180,AGENT,1005.48,330.214,PIT
126.6,52180,AGENT,1004.81,329.933,PIT
126.7,52180,AGENT,1004.15,329.652,PIT
126.8,52180,AGENT,1003.48,329.371,PIT
126.9,52180,AGENT,1002.81,329.09,PIT
127.0,52180,AGENT,1002.15,328.81,PIT
127.1,52180,AGENT,1001.48,328.53,PIT
127.2,52180,AGENT,1000.81,328.25,PIT
127.3,52180,AGENT,1000.15,327.97,PIT
127.4,52180,AGENT,999.478,327.69,PIT
127.5,52180,AGENT,998.811,327.411,PIT
127.6,52180,AGENT,998.144,327.132,PIT
127.7,52180,AGENT,997.477,326.853,PIT
127.8,52180,AGENT,996.81,326.574,PIT
127.9,52180,AGENT,996.142,326.295,PIT
128.0,52180,AGENT,995.475,326.017,PIT
128.1,52180,AGENT,994.807,325.738,PIT
128.2,52180,AGENT,994.14,325.46,PIT
128.3,52180,AGENT,993.472,325.182,PIT
128.4,52180,AGENT,992.804,324.904,PIT
128.5,52180,AGENT,992.137,324.626,PIT
128.6,52180,AGENT,991.469,324.348,PIT
128.7,52180,AGENT,990.801,324.071,PIT
128.8,52180,AGENT,990.133,323.793,PIT
128.9,52180,AGENT,989.465,323.515,PIT
