TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
36.0,52180,AGENT,735.966,1286.81,MIA
36.1,52180,AGENT,735.832,1285.37,MIA
36.2,52180,AGENT,735.689,1283.92,MIA
36.3,52180,AGENT,735.537,1282.48,MIA
36.4,52180,AGENT,735.376,1281.04,MIA
36.5,52180,AGENT,735.207,1279.6,MIA
36.6,52180,AGENT,735.029,1278.16,MIA
36.7,52180,AGENT,734.843,1276.72,MIA
36.8,52180,AGENT,734.648,1275.28,MIA
36.9,52180,AGENT,734.446,1273.85,MIA
37.0,52180,AGENT,734.236,1272.41,MIA
37.1,52180,AGENT,734.017,1270.98,MIA
37.2,52180,AGENT,733.792,1269.55,MIA
37.3,52180,AGENT,733.558,1268.12,MIA
37.4,52180,AGENT,733.318,1266.69,MIA
37.5,52180,AGENT,733.071,1265.26,MIA
37.6,52180,AGENT,732.817,1263.84,MIA
37.7,52180,AGENT,732.557,1262.41,MIA
37.8,52180,AGENT,732.29,1260.99,MIA
37.9,52180,AGENT,732.019,1259.57,MIA
38.0,52180,AGENT,731.741,1258.15,MIA
38.1,52180,AGENT,731.459,1256.73,MIA
38.2,52180,AGENT,731.172,1255.31,MIA
38.3,52180,AGENT,730.881,1253.89,MIA
38.4,52180,AGENT,730.586,1252.47,MIA
38.5,52180,AGENT,730.287,1251.06,MIA
38.6,52180,AGENT,729.985,1249.64,MIA
38.7,52180,AGENT,729.68,1248.23,MIA
38.8,52180,AGENT,729.372,1246.81,MIA
38.9,52180,AGENT,729.061,1245.4,MIA
39.0,52180,AGENT,728.748,1243.99,MIA
39.1,52180,AGENT,728.433,1242.57,MIA
39.2,52180,AGENT,728.115,1241.16,MIA
39.3,52180,AGENT,727.796,1239.75,MIA
39.4,52180,AGENT,727.476,1238.34,MIA
39.5,52180,AGENT,727.154,1236.93,MIA
39.6,52180,AGENT,726.831,1235.52,MIA
39.7,52180,AGENT,726.506,1234.11,MIA
39.8,52180,AGENT,726.181,1232.69,MIA
39.9,52180,AGENT,725.855,1231.28,MIA
40.0,52180,AGENT,725.529,1229.87,MIA
40.1,52180,AGENT,725.201,1228.46,MIA
40.2,52180,AGENT,724.873,1227.06,MIA
40.3,52180,AGENT,724.545,1225.65,MIA
40.4,52180,AGENT,724.216,1224.24,MIA
40.5,52180,AGENT,723.887,1222.83,MIA
40.6,52180,AGENT,723.557,1221.42,MIA
40.7,52180,AGENT,723.227,1220.01,MIA
40.8,52180,AGENT,722.897,1218.6,MIA
40.9,52180,AGENT,722.567,1217.19,MIA
