TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
16.0,52180,AGENT,579.67,2254.94,MIA
16.1,52180,AGENT,579.17,2255.17,MIA
16.2,52180,AGENT,578.69,2255.42,MIA
16.3,52180,AGENT,578.232,2255.7,MIA
16.4,52180,AGENT,577.796,2255.99,MIA
16.5,52180,AGENT,577.382,2256.31,MIA
16.6,52180,AGENT,576.99,2256.65,MIA
16.7,52180,AGENT,576.62,2257.02,MIA
16.8,52180,AGENT,576.272,2257.41,MIA
16.9,52180,AGENT,575.946,2257.83,MIA
17.0,52180,AGENT,575.642,2258.26,MIA
17.1,52180,AGENT,575.359,2258.71,MIA
17.2,52180,AGENT,575.098,2259.18,MIA
17.3,52180,AGENT,574.857,2259.67,MIA
17.4,52180,AGENT,574.635,2260.17,MIA
17.5,52180,AGENT,574.432,2260.69,MIA
17.6,52180,AGENT,574.247,2261.23,MIA
17.7,52180,AGENT,574.079,2261.77,MIA
17.8,52180,AGENT,573.927,2262.33,MIA
17.9,52180,AGENT,573.791,2262.91,MIA
18.0,52180,AGENT,573.668,2263.49,MIA
18.1,52180,AGENT,573.558,2264.09,MIA
18.2,52180,AGENT,573.46,2264.7,MIA
18.3,52180,AGENT,573.374,2265.32,MIA
18.4,52180,AGENT,573.297,2265.95,MIA
18.5,52180,AGENT,573.23,2266.59,MIA
18.6,52180,AGENT,573.171,2267.24,MIA
18.7,52180,AGENT,573.119,2267.9,MIA
18.8,52180,AGENT,573.074,2268.58,MIA
18.9,52180,AGENT,573.035,2269.26,MIA
19.0,52180,AGENT,573.001,2269.96,MIA
19.1,52180,AGENT,572.971,2270.66,MIA
19.2,52180,AGENT,572.945,2271.37,MIA
19.3,52180,AGENT,572.922,2272.1,MIA
19.4,52180,AGENT,572.902,2272.84,MIA
19.5,52180,AGENT,572.884,2273.58,MIA
19.6,52180,AGENT,572.868,2274.34,MIA
19.7,52180,AGENT,572.853,2275.1,MIA
19.8,52180,AGENT,572.839,2275.88,MIA
19.9,52180,AGENT,572.825,2276.67,MIA
20.0,52180,AGENT,572.812,2277.46,MIA
20.1,52180,AGENT,572.799,2278.27,MIA
20.2,52180,AGENT,572.786,2279.09,MIA
20.3,52180,AGENT,572.772,2279.91,MIA
20.4,52180,AGENT,572.758,2280.75,MIA
20.5,52180,AGENT,572.743,2281.6,MIA
20.6,52180,AGENT,572.727,2282.46,MIA
20.7,52180,AGENT,572.71,2283.33,MIA
20.8,52180,AGENT,572.692,2284.21,MIA
20.9,52180,AGENT,572.672,2285.11,MIA
