TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
90.0,52180,AGENT,481.634,824.995,MIA
90.1,52180,AGENT,481.028,824.975,MIA
90.2,52180,AGENT,480.422,824.954,MIA
90.3,52180,AGENT,479.816,824.933,MIA
90.4,52180,AGENT,479.21,824.91,MIA
90.5,52180,AGENT,478.604,824.887,MIA
90.6,52180,AGENT,477.998,824.864,MIA
90.7,52180,AGENT,477.392,824.84,MIA
90.8,52180,AGENT,476.786,824.815,MIA
90.9,52180,AGENT,476.18,824.79,MIA
91.0,52180,AGENT,475.574,824.765,MIA
91.1,52180,AGENT,474.968,824.74,MIA
91.2,52180,AGENT,474.363,824.715,MIA
91.3,52180,AGENT,473.757,824.689,MIA
91.4,52180,AGENT,473.151,824.663,MIA
91.5,52180,AGENT,472.545,824.638,MIA
91.6,52180,AGENT,471.939,824.612,MIA
91.7,52180,AGENT,471.333,824.586,MIA
91.8,52180,AGENT,470.728,824.561,MIA
91.9,52180,AGENT,470.122,824.535,MIA
92.0,52180,AGENT,469.516,824.51,MIA
92.1,52180,AGENT,468.91,824.485,MIA
92.2,52180,AGENT,468.303,824.459,MIA
92.3,52180,AGENT,467.696,824.434,MIA
92.4,52180,AGENT,467.089,824.409,MIA
92.5,52180,AGENT,466.484,824.384,MIA
92.6,52180,AGENT,465.885,824.36,MIA
92.7,52180,AGENT,465.296,824.335,MIA
92.8,52180,AGENT,464.713,824.312,MIA
92.9,52180,AGENT,464.135,824.288,MIA
93.0,52180,AGENT,463.567,824.265,MIA
93.1,52180,AGENT,463.004,824.243,MIA
93.2,52180,AGENT,462.448,824.22,MIA
93.3,52180,AGENT,461.897,824.198,MIA
93.4,52180,AGENT,461.352,824.176,MIA
93.5,52180,AGENT,460.812,824.155,MIA
93.6,52180,AGENT,460.279,824.134,MIA
93.7,52180,AGENT,459.751,824.113,MIA
93.8,52180,AGENT,459.229,824.092,MIA
93.9,52180,AGENT,458.717,824.072,MIA
94.0,52180,AGENT,458.21,824.051,MIA
94.1,52180,AGENT,457.709,824.031,MIA
94.2,52180,AGENT,457.218,824.012,MIA
94.3,52180,AGENT,456.732,823.992,MIA
94.4,52180,AGENT,456.249,823.973,MIA
94.5,52180,AGENT,455.771,823.954,MIA
94.6,52180,AGENT,455.298,823.935,MIA
94.7,52180,AGENT,454.823,823.915,MIA
94.8,52180,AGENT,454.348,823.895,MIA
94.9,52180,AGENT,453.872,823.875,MIA
