TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
28.0,52180,AGENT,-185.747,3147.29,MIA
28.1,52180,AGENT,-186.948,3147.23,MIA
28.2,52180,AGENT,-188.149,3147.18,MIA
28.3,52180,AGENT,-189.35,3147.13,MIA
28.4,52180,AGENT,-190.551,3147.08,MIA
28.5,52180,AGENT,-191.751,3147.03,MIA
28.6,52180,AGENT,-192.952,3146.98,MIA
28.7,52180,AGENT,-194.153,3146.92,MIA
28.8,52180,AGENT,-195.354,3146.87,MIA
28.9,52180,AGENT,-196.555,3146.82,MIA
29.0,52180,AGENT,-197.755,3146.77,MIA
29.1,52180,AGENT,-198.956,3146.72,MIA
29.2,52180,AGENT,-200.157,3146.67,MIA
29.3,52180,AGENT,-201.358,3146.62,MIA
29.4,52180,AGENT,-202.559,3146.56,MIA
29.5,52180,AGENT,-203.759,3146.51,MIA
29.6,52180,AGENT,-204.96,3146.46,MIA
29.7,52180,AGENT,-206.161,3146.41,MIA
29.8,52180,AGENT,-207.362,3146.36,MIA
29.9,52180,AGENT,-208.563,3146.31,MIA
30.0,52180,AGENT,-209.764,3146.26,MIA
30.1,52180,AGENT,-210.965,3146.21,MIA
30.2,52180,AGENT,-212.167,3146.16,MIA
30.3,52180,AGENT,-213.368,3146.1,MIA
30.4,52180,AGENT,-214.574,3146.05,MIA
30.5,52180,AGENT,-215.79,3146.0,MIA
30.6,52180,AGENT,-217.016,3145.95,MIA
30.7,52180,AGENT,-218.247,3145.89,MIA
30.8,52180,AGENT,-219.477,3145.84,MIA
30.9,52180,AGENT,-220.707,3145.79,MIA
31.0,52180,AGENT,-221.938,3145.73,MIA
31.1,52180,AGENT,-223.167,3145.68,MIA
31.2,52180,AGENT,-224.391,3145.62,MIA
31.3,52180,AGENT,-225.606,3145.57,MIA
31.4,52180,AGENT,-226.823,3145.51,MIA
31.5,52180,AGENT,-228.049,3145.45,MIA
31.6,52180,AGENT,-229.285,3145.4,MIA
31.7,52180,AGENT,-230.527,3145.33,MIA
31.8,52180,AGENT,-231.77,3145.27,MIA
31.9,52180,AGENT,-233.013,3145.21,MIA
32.0,52180,AGENT,-234.254,3145.15,MIA
32.1,52180,AGENT,-235.489,3145.08,MIA
32.2,52180,AGENT,-236.713,3145.02,MIA
32.3,52180,AGENT,-237.924,3144.95,MIA
32.4,52180,AGENT,-239.135,3144.89,MIA
32.5,52180,AGENT,-240.357,3144.83,MIA
32.6,52180,AGENT,-241.59,3144.77,MIA
32.7,52180,AGENT,-242.835,3144.7,MIA
32.8,52180,AGENT,-244.083,3144.64,MIA
32.9,52180,AGENT,-245.332,3144.59,MIA
